budget,revenue,original_title,director,genres,production_companies,release_year,budget_adj,revenue_adj
2650000,3100000,Birdman of Alcatraz,John Frankenheimer,Drama,Norma Productions,1962,19102389.5287188,22346191.5241616
126,0,Boccaccio '70,Vittorio De Sica|Federico Fellini|Luchino Visconti|Mario Monicelli,Fantasy|Drama|Comedy|Romance|Foreign,Cineriz,1962,908.264558723989,0.0
10000000,0,The Longest Day,Ken Annakin|Andrew Marton|Bernhard Wicki,Action|Drama|History|War,Twentieth Century Fox Film Corporation|Darryl F. Zanuck Productions,1962,72084488.7876181,0.0
62000,0,The Brain That Wouldn't Die,Joseph Green,Horror|Science Fiction,Rex Carlton Productions,1962,446923.830483232,0.0
0,0,Days of Wine and Roses,Blake Edwards,Drama|Romance,Warner Bros.|Jalem Productions,1962,0.0,0.0
500000,2500000,The Miracle Worker,Arthur Penn,Drama,Playfilm Productions,1962,3604224.43938091,18021122.1969045
0,0,Tales of Terror,Roger Corman,Thriller|Comedy|Horror|Mystery,Alta Vista Productions,1962,0.0,0.0
0,0,Panic in Year Zero!,Ray Milland,Drama|Science Fiction|Thriller,American International Pictures (AIP),1962,0.0,0.0
0,1250000,Premature Burial,Roger Corman,Drama|Mystery|Horror,American International Pictures (AIP)|Santa Clara Productions,1962,0.0,9010561.09845227
0,0,In Search of the Castaways,Robert Stevenson,Action|Adventure|Drama|Family,Walt Disney Productions,1962,0.0,0.0
30000,0,Carnival of Souls,Herk Harvey,Horror|Mystery,Harcourt Productions,1962,216253.466362854,0.0
0,0,Ride the High Country,Sam Peckinpah,Action|Western,Metro-Goldwyn-Mayer (MGM),1962,0.0,0.0
0,0,Advise & Consent,Otto Preminger,Drama,Otto Preminger Films,1962,0.0,0.0
0,0,That Touch of Mink,Delbert Mann,Comedy|Romance,Universal Pictures|Arwin Productions,1962,0.0,0.0
3500000,124900000,Goldfinger,Guy Hamilton,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),1964,24605935.9359851,878080399.544157
1800000,9440272,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,Drama|Comedy|War,Hawk Films|Columbia Pictures Corporation,1964,12654481.3385066,66367636.5857928
6000000,102272727,Mary Poppins,Robert Stevenson,Comedy|Music|Family|Fantasy,Walt Disney Productions,1964,42181604.4616889,719004619.588715
500000,1000549,A Hard Day's Night,Richard Lester,Comedy|Music,Proscenium Films|Walter Shenson Films|Maljack Productions,1964,3515133.70514074,7034127.02708972
0,0,"Rudolph, the Red-Nosed Reindeer",Larry Roemer,Animation|Family,Rankin/Bass Productions|Videocraft International,1964,0.0,0.0
2135161,7000000,Marnie,Alfred Hitchcock,Crime|Drama|Mystery|Thriller,Universal Pictures,1964,15010752.794004,49211871.8719703
17000000,72000000,My Fair Lady,George Cukor,Drama|Family|Music|Romance,Warner Bros.,1964,119514545.974785,506179253.540266
0,12368234,A Shot in the Dark,Blake Edwards,Comedy|Crime,United Artists|Metro-Goldwyn-Mayer (MGM),1964,0.0,86951992.4129354
0,0,The Last Man on Earth,Ubaldo Ragona|Sidney Salkow,Horror|Science Fiction,Associated Producers (API)|Produzioni La Regina,1964,0.0,0.0
0,0,The Masque of the Red Death,Roger Corman,Drama|Horror,Alta Vista Productions,1964,0.0,0.0
0,0,Murder Ahoy,George Pollock,Drama|Thriller|Crime|Mystery|Comedy,Metro-Goldwyn-Mayer (MGM),1964,0.0,0.0
0,0,Fail-Safe,Sidney Lumet,Drama|History|Thriller,Columbia Pictures Corporation,1964,0.0,0.0
0,0,Zulu,Cy Endfield,Action|Drama|History|War,Diamond Films,1964,0.0,0.0
0,0,Send Me No Flowers,Norman Jewison,Comedy|Romance,Universal Pictures,1964,0.0,0.0
0,0,Carry On Cleo,Gerald Thomas,Comedy,Anglo-Amalgamated Film Distributors,1964,0.0,0.0
0,0,The Incredible Mr. Limpet,Arthur Lubin,Animation|Comedy|Family|Fantasy|Science Fiction,Warner Bros.,1964,0.0,0.0
0,0,The Train,John Frankenheimer|Arthur Penn,Thriller|Action|War,Les Productions Artistes AssociÃ©s|Les Films Ariane|Dear Film Produzione,1964,0.0,0.0
0,0,Viva Las Vegas,George Sidney,Comedy|Drama|Music|Romance,Winters Hollywood Entertainment Holdings Corporation|Metro-Goldwyn-Mayer (MGM)|Jack Cummings Productions,1964,0.0,0.0
0,0,The Naked Kiss,Samuel Fuller,Crime|Drama,Leon Fromkess-Sam Firks Productions,1964,0.0,0.0
0,0,The Gorgon,Terence Fisher,Horror|Fantasy,Hammer Film Productions,1964,0.0,0.0
0,0,Seven Days in May,John Frankenheimer,Action|Drama|Thriller,Seven Arts Productions|Joel Productions,1964,0.0,0.0
0,0,Paris When It Sizzles,Richard Quine,Comedy|Romance,Richard Quine Productions|George Axelrod Productions,1964,0.0,0.0
0,0,Il deserto rosso,Michelangelo Antonioni,Drama,Film Duemila|Federiz,1964,0.0,0.0
783000,0,Zorba the Greek,Mihalis Kakogiannis,Adventure|Drama,Twentieth Century Fox Film Corporation,1964,5504699.3822504,0.0
3000000,12000000,The Night of the Iguana,John Huston,Drama|Romance,Seven Arts Productions|Metro-Goldwyn-Mayer (MGM),1964,21090802.2308444,84363208.9233778
0,0,The Killers,Don Siegel,Crime|Drama|Mystery,Revue Studios,1964,0.0,0.0
1200000,0,Robinson Crusoe on Mars,Byron Haskin,Drama|Science Fiction,Paramount Pictures|Aubrey Schenck Productions,1964,8436320.89233778,0.0
0,0,Dead Ringer,Paul Henreid,Crime|Drama|Thriller,Warner Bros.,1964,0.0,0.0
0,0,Seance on a Wet Afternoon,Bryan Forbes,Thriller|Drama|Crime,Allied Film Makers|Beaver Films,1964,0.0,0.0
0,0,The Tomb of Ligeia,Roger Corman,Drama|Foreign|Horror,Alta Vista Film Production,1964,0.0,0.0
0,0,Topkapi,Jules Dassin,Adventure|Comedy|Crime,Filmways Pictures,1964,0.0,0.0
0,0,Man's Favorite Sport?,Howard Hawks,Comedy|Romance,Universal Pictures|Gibraltar Productions|Laurel Productions,1964,0.0,0.0
0,0,Father Goose,Ralph Nelson,Adventure|Comedy|Romance,Granox Productions,1964,0.0,0.0
3500000,0,"Kiss Me, Stupid",Billy Wilder,Comedy|Romance,"Phalanx Productions|Mirisch Corporation, The|Claude Productions",1964,24605935.9359851,0.0
0,0,Cheyenne Autumn,John Ford,Western|Action,Warner Bros.|Ford-Smith Productions,1964,0.0,0.0
0,0,First Men in the Moon,Nathan H. Juran,Adventure|Science Fiction,Ameran Films,1964,0.0,0.0
0,0,Robin and the 7 Hoods,Gordon Douglas,Music|Comedy|Crime,Warner Bros.,1964,0.0,0.0
0,0,The Americanization of Emily,Arthur Hiller,Comedy|Romance,Filmways Pictures|Metro-Goldwyn-Mayer (MGM),1964,0.0,0.0
0,0,Becket,Peter Glenville,Drama|History,Paramount Pictures|Paramount Film Service|Keep Films,1964,0.0,0.0
0,0,"Hush... Hush, Sweet Charlotte",Robert Aldrich,Crime|Drama|Horror|Mystery|Thriller,Twentieth Century Fox Film Corporation|The Associates & Aldrich Company,1964,0.0,0.0
65000,0,Two Thousand Maniacs!,Herschell Gordon Lewis,Horror,Friedman-Lewis Productions|Jacqueline Kay,1964,456967.381668296,0.0
2200000,26589000,A Clockwork Orange,Stanley Kubrick,Science Fiction|Drama,Hawk Films|Warner Bros.,1971,11847428.8117621,143186947.579974
3000000,4000000,Willy Wonka & the Chocolate Factory,Mel Stuart,Family|Fantasy,David L. Wolper Productions,1971,16155584.7433119,21540779.6577493
7200000,116000000,Diamonds Are Forever,Guy Hamilton,Adventure|Action|Thriller|Science Fiction,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,1971,38773403.3839487,624682610.07473
0,0,Summer of '42,Robert Mulligan,Comedy|Drama|Romance,Warner Bros.,1971,0.0,0.0
4000000,35976000,Dirty Harry,Don Siegel,Action|Crime|Thriller,Warner Bros.|Malpaso Company,1971,21540779.6577493,193737772.241797
2500000,12348905,Escape from the Planet of the Apes,Don Taylor,Action|Science Fiction,Twentieth Century Fox Film Corporation|APJAC Productions,1971,13462987.2860933,66501260.4048697
2200000,3251794,Straw Dogs,Sam Peckinpah,Crime|Drama|Thriller|Mystery,ABC Pictures,1971,11847428.8117621,17511544.5115978
0,0,The Omega Man,Boris Sagal,Action|Science Fiction|Thriller,Walter Seltzer Productions,1971,0.0,0.0
20000000,0,Bedknobs and Broomsticks,Robert Stevenson,Adventure|Fantasy|Animation|Comedy|Family,Walt Disney Productions,1971,107703898.288746,0.0
777000,2437000,THX 1138,George Lucas,Drama|Mystery|Science Fiction|Thriller,American Zoetrope|Warner Bros.,1971,4184296.4485178,13123720.0064837
1200000,0,Harold and Maude,Hal Ashby,Comedy|Drama|Romance,Paramount Pictures,1971,6462233.89732479,0.0
1800000,41158757,The French Connection,William Friedkin,Action|Crime|Thriller,D'Antoni Productions|Schine-Moore Productions,1971,9693350.84598719,221647928.880961
725000,10600000,Play Misty for Me,Clint Eastwood,Crime|Drama|Romance|Thriller,Universal Pictures|Malpaso Productions,1971,3904266.31296706,57083066.0930357
0,0,Monty Python's And Now for Something Completely Different,Ian MacNaughton,Comedy,Columbia Pictures|Python (Monty) Pictures Limited|Playboy Productions|Kettledrum Films,1971,0.0,0.0
0,0,Hannie Caulder,Burt Kennedy,Drama|Western|Crime,Paramount Pictures|Tigon British Film Productions|Curtwel Productions,1971,0.0,0.0
1645000,0,The Panic in Needle Park,Jerry Schatzberg,Drama|Romance,gadd productions corp.|Didion-Dunne,1971,8858645.6342494,0.0
450000,0,Duel,Steven Spielberg,Horror|Action|Mystery|Thriller,Universal TV,1971,2423337.71149679,0.0
750000,0,Get Carter,Mike Hodges,Crime|Thriller,Metro-Goldwyn-Mayer (MGM),1971,4038896.18582799,0.0
2000000,0,Bananas,Woody Allen,Comedy,United Artists|Jack Rollins & Charles H. Joffe Productions,1971,10770389.8288746,0.0
0,0,Wake in Fright,Ted Kotcheff,Drama|Thriller,Group W|NLT,1971,0.0,0.0
0,0,Macbeth,Roman Polanski,War|Drama|History,Playboy Productions|Caliban Films,1971,0.0,0.0
6500000,0,The Andromeda Strain,Robert Wise,Science Fiction|Thriller,Universal Pictures,1971,35003766.9438426,0.0
0,0,Big Jake,George Sherman,Action|Western,Batjac Productions,1971,0.0,0.0
850000,0,Two-Lane Blacktop,Monte Hellman,Drama,Universal Pictures|Michael Laughlin Enterprises,1971,4577415.67727173,0.0
0,0,Walkabout,Nicolas Roeg,Adventure|Drama,Si Litvinoff Film Production|Max L. Raab Productions,1971,0.0,0.0
4000000,12121618,Shaft,Gordon Parks,Adventure|Action|Thriller|Crime,Metro-Goldwyn-Mayer (MGM)|Shaft Productions Ltd.,1971,21540779.6577493,65277275.608352
0,0,GiÃ¹ la testa,Sergio Leone,Western,Rafran Cinematografica|Euro International Films,1971,0.0,0.0
9000000,10404330,Fiddler on the Roof,Norman Jewison,Drama|Music|Romance,"Cartier Productions|Mirisch Corporation, The",1971,48466754.2299359,56029345.0041277
1300000,29133000,The Last Picture Show,Peter Bogdanovich,Drama,Columbia Pictures Corporation|BBS Productions,1971,7000753.38876852,156886883.442302
1300000,72266306,Vanishing Point,Richard C. Sarafian,Action|Thriller|Drama,Twentieth Century Fox Film Corporation|Cupid Productions,1971,7000753.38876852,389168143.556371
0,0,McCabe & Mrs. Miller,Robert Altman,Western,Warner Bros.,1971,0.0,0.0
0,0,The House That Dripped Blood,Peter Duffell,Horror|Mystery,Amicus Productions,1971,0.0,0.0
0,0,The Anderson Tapes,Sidney Lumet,Action|Crime|Drama|Thriller,Columbia Pictures Corporation|Robert M. Weitman Productions,1971,0.0,0.0
0,0,Sunday Bloody Sunday,John Schlesinger,Drama,United Artists|Vectia,1971,0.0,0.0
2500000,0,Klute,Alan J. Pakula,Mystery,Gus Productions|Warner Bros.,1971,13462987.2860933,0.0
0,0,Johnny Got His Gun,Dalton Trumbo,War|Drama,World Entertainment,1971,0.0,0.0
0,0,Le Mans,Lee H. Katzin,Action|Drama,Solar Productions|Cinema Center Films,1971,0.0,0.0
0,0,The Beguiled,Don Siegel,Drama|Romance|War,Malpaso Productions,1971,0.0,0.0
0,0,Countess Dracula,Peter Sasdy,Horror,Hammer Film Productions,1971,0.0,0.0
0,0,Brian's Song,Buzz Kulik,Drama|TV Movie,Screen Gems Television,1971,0.0,0.0
0,0,Man in the Wilderness,Richard C. Sarafian,Drama|Adventure|Western,Limbridge|Wilderness Films,1971,0.0,0.0
0,0,Punishment Park,Peter Watkins,Drama|Thriller,Chartwell|Francoise,1971,0.0,0.0
0,0,A New Leaf,Elaine May,Comedy|Romance,Elkins Entertainment|Aries Productions|Elkins Productions International Corporation,1971,0.0,0.0
0,0,Twins of Evil,John Hough,Horror,The Rank Organisation|Hammer Film Productions,1971,0.0,0.0
0,0,Sacco e Vanzetti,Giuliano Montaldo,Crime|Drama|History,Unidis|Jolly Film|Theatre Le Rex S.A.,1971,0.0,0.0
0,28623900,Carnal Knowledge,Mike Nichols,Drama,AVCO Embassy Pictures,1971,0.0,154145280.711362
0,0,Dad's Army,Norman Cohen,Comedy,Norcon,1971,0.0,0.0
0,0,Hands of the Ripper,Peter Sasdy,Horror|Thriller,Hammer Film Productions,1971,0.0,0.0
0,0,Nicholas and Alexandra,Franklin J. Schaffner,Romance|Drama|War,Columbia Pictures,1971,0.0,0.0
0,0,10 Rillington Place,Richard Fleischer,Crime|Drama,Columbia Pictures|Filmways Pictures|Genesis Productions Ltd.,1971,0.0,0.0
0,0,The Abominable Dr. Phibes,Robert Fuest,Comedy|Horror,American International Pictures (AIP),1971,0.0,0.0
0,0,The Devils,Ken Russell,Drama|History,Russo Productions,1971,0.0,0.0
100000,0,The Go-Between,Joseph Losey,Drama|Romance,EMI Films,1971,538519.491443733,0.0
0,0,Les lÃ¨vres rouges,Harry KÃ¼mel,Horror|Thriller,Roxy Film|CinÃ© Vog Films|Showking Films|Maya Films,1971,0.0,0.0
0,0,The Hospital,Arthur Hiller,Mystery|Comedy|Drama,Simcha Productions,1971,0.0,0.0
65000000,261317921,Total Recall,Paul Verhoeven,Action|Adventure|Science Fiction,TriStar Pictures|Carolco Pictures|Carolco International N.V.,1990,108478405.120447,436113096.91494
25000000,46836394,Goodfellas,Martin Scorsese,Drama|Crime,Warner Bros.,1990,41722463.5078645,78165189.5801985
70000000,240031094,Die Hard 2,Renny Harlin,Action|Thriller,Twentieth Century Fox Film Corporation|Gordon Company|Silver Pictures,1990,116822897.82202,400587542.406711
40000000,244527583,Back to the Future Part III,Robert Zemeckis,Adventure|Action|Comedy|Science Fiction|Family,Universal Pictures|Amblin Entertainment|U-Drive Productions,1990,66755941.6125832,408091726.335352
20000000,53000000,Edward Scissorhands,Tim Burton,Fantasy|Drama|Romance,Twentieth Century Fox Film Corporation,1990,33377970.8062916,88451622.6366727
14000000,463000000,Pretty Woman,Garry Marshall,Romance|Comedy,Touchstone Pictures|Silver Screen Partners IV,1990,23364579.5644041,772700024.16565
54000000,136766062,The Godfather: Part III,Francis Ford Coppola,Drama|Action|Thriller|Crime,Paramount Pictures,1990,90120521.1769873,228248681.236373
22000000,424208848,Dances with Wolves,Kevin Costner,Adventure|Drama|Western,Tig Productions|Majestic Films International,1990,36715767.8869207,707961527.215729
22000000,505000000,Ghost,Jerry Zucker,Fantasy|Drama|Thriller|Mystery|Romance,Paramount Pictures,1990,36715767.8869207,842793762.858863
13500000,201965915,Teenage Mutant Ninja Turtles,Steve Barron,Science Fiction|Action|Adventure|Comedy|Family,New Line Cinema|Golden Harvest Company,1990,22530130.2942468,337060620.736798
20000000,61276872,Misery,Rob Reiner,Horror|Thriller,Columbia Pictures|Castle Rock Entertainment|Nelson Entertainment,1990,33377970.8062916,102264882.235843
42000000,119946358,Rocky V,John G. Avildsen,Drama,United Artists,1990,70093738.6932123,200178301.78225
13000000,35763605,Child's Play 2,John Lafia,Drama|Horror,Universal Pictures,1990,21695681.0240895,59685828.1808872
0,0,The Witches,Nicolas Roeg,Adventure|Fantasy|Horror,Lorimar Film Entertainment|Jim Henson Productions,1990,0.0,0.0
30,200,The Hunt for Red October,John McTiernan,Action|Adventure|Thriller,Paramount Pictures|Nina Saxon Film Design|Mace Neufeld Productions,1990,50.0669562094374,333.779708062916
35000000,57120318,Predator 2,Stephen Hopkins,Science Fiction|Action|Thriller,Twentieth Century Fox Film Corporation|Lawrence Gordon Productions|Davis Entertainment|Silver Pictures,1990,58411448.9110103,95328015.3325046
60000000,157920733,Days of Thunder,Tony Scott,Adventure,Paramount Pictures|Don Simpson/Jerry Bruckheimer Films,1990,100133912.418874,263553680.789108
0,0,Stephen King's It,Tommy Lee Wallace,Drama|Horror|Mystery|Thriller,Lorimar Television,1990,0.0,0.0
14000000,5080409,Miller's Crossing,Joel Coen,Drama|Thriller|Crime,Twentieth Century Fox Film Corporation|Circle Films,1990,23364579.5644041,8478687.16430105
50000000,41482207,Gremlins 2: The New Batch,Joe Dante,Comedy|Horror|Fantasy,Amblin Entertainment|Warner Bros.,1990,83444927.015729,69229594.7113272
11000000,48572000,Tremors,Ron Underwood,Action|Horror,Universal Pictures|No Frills Film Production,1990,18357883.9434603,81061739.9001598
35000000,45681173,RoboCop 2,Irvin Kershner,Action|Adventure|Crime|Science Fiction|Thriller,Orion Pictures,1990,58411448.9110103,76237242.9395578
32000000,16283667,The Neverending Story II: The Next Chapter,George T. Miller,Drama|Family|Fantasy|Adventure,Bavaria Film|Dieter Geissler Filmproduktion|Cinevox Filmproduktion GmbH|Warner Bros.,1990,53404753.2900665,27175788.0872687
0,0,Look Who's Talking Too,Amy Heckerling,Romance|Comedy,TriStar Pictures,1990,0.0,0.0
0,52096475,Awakenings,Penny Marshall,Drama,Columbia Pictures Corporation|Parkes/Lasker productions,1990,0.0,86943731.083035
38000000,153518974,Another 48 Hrs.,Walter Hill,Thriller|Action|Comedy|Crime|Drama,Paramount Pictures,1990,63418144.531954,256207591.619192
0,0,DuckTales: The Movie - Treasure of the Lost Lamp,Bob Hathcock,Adventure|Animation|Family|Comedy|Fantasy,DisneyToon Studios,1990,0.0,0.0
6000000,24078196,Lionheart,Sheldon Lettich,Action|Thriller,Universal Pictures|Imperial Filmproduktion,1990,10013391.2418874,40184066.1578083
4000000,16853487,Death Warrant,Deran Sarafian,Action|Crime|Drama|Mystery|Thriller,PathÃ© Pictures International|Cannon Group|Cannon Films,1990,6675594.16125832,28126759.8535107
0,29888235,Green Card,Peter Weir,Comedy|Drama|Romance,Touchstone Pictures,1990,0.0,49880431.7640791
0,0,The Reflecting Skin,Philip Ridley,Drama|Horror|Thriller,BBC Films|Fugitive Features|Zenith Entertainment|British Screen Productions,1990,0.0,0.0
0,221303188,Presumed Innocent,Alan J. Pakula,Drama|Thriller|Crime|Mystery,Mirage Enterprises|Warner Bros.,1990,0.0,369332567.420163
0,39404261,Joe Versus the Volcano,John Patrick Shanley,Fantasy|Comedy|Science Fiction|Romance,Amblin Entertainment|Warner Bros.,1990,0.0,65761713.6650747
9500000,14560247,Wild at Heart,David Lynch,Comedy|Crime|Thriller,Samuel Goldwyn,1990,15854536.1329885,24299574.9649197
0,0,A Grand Day Out,Nick Park,Adventure|Animation|Comedy|Science Fiction|Family,Aardman Animations,1990,0.0,0.0
0,39024251,The Exorcist III,William Peter Blatty,Thriller|Horror|Mystery,Morgan Creek Productions,1990,0.0,65127515.5307698
26000000,61489265,Flatliners,Joel Schumacher,Drama|Horror|Science Fiction|Thriller,Columbia Pictures Corporation|Stonebridge Entertainment,1990,43391362.0481791,102619344.603516
10000000,0,Captain America,Albert Pyun,War|Action|Science Fiction,Jadran Film|21st Century Film Corporation|Marvel Enterprises,1990,16688985.4031458,0.0
0,0,Men at Work,Emilio Estevez,Comedy|Crime,Epic Productions|Euphoria Films Production,1990,0.0,0.0
0,11567449,Henry & June,Philip Kaufman,Romance,Walrus & Associates,1990,0.0,19304898.7512633
0,33461269,Air America,Roger Spottiswoode,Action|Adventure|Comedy|Drama,IndieProd Company Productions|Carolco Pictures,1990,0.0,55843462.9911735
25000000,25965144,Jacob's Ladder,Adrian Lyne,Drama|Mystery|Horror,TriStar Pictures|Carolco Pictures,1990,41722463.5078645,43333190.9206578
